Unique ID,Post,Labels Set
2623,"GDP figures for August 31, 2020. First quarter of FY 2020-21. Means April-May-June. And the figures are intimidating.

-23.90

g. Minus twenty three zero percent
@darpansah
https://t.co/BeH41Qn4GZ",non-hostile
2624,"People of neighboring states also want to get treatment in Delhi.
Kejriwal is the best in healthcare. https://t.co/nE6JhemJCS",non-hostile
2625,"You have made a lot of money by selling black tickets of Bhau Shree, and you are not ashamed to talk about black days… You are in a Lutyen turn…. 😠
@SanjayAzadSln https://t.co/NHo4wClj1H",offensive
2626,"In Corona country: 0.22% drop in mortality, reached 1.77%, less than 2% in 7 states; 36.94 lakh cases so far in the country
https://t.co/GQIk6Jr4T4

#CoronaUpdatesOnBhaskar @MoHFW_INDIA @AyushmanNHA @PMOIndia https://t.co/0XgRrL0TKI",non-hostile
2627,"Lockdown down all rules paun gharatalya gharat lagna karanālya jādpāyāla @nashikpolice yanni unique style stylya good luck! A couple decided to get married at their home without violating any rules, hence the Nashik police congratulated them in their own way.",fake
2628,"Home purchase in Maharashtra will be cheaper, discounted rate registry of houses
https://t.co/s2IIyOoUiz via @NavbharatTimes
#Housing #Property",non-hostile
2629,"Congratulations to the people of Delhi.

On one hand, where electricity rates are increasing year after year across the country, for the sixth consecutive year in Delhi, electricity rates were not increased and in some areas, rates were also reduced.

It is historical. This is happening because you formed an honest government in Delhi.",non-hostile
2630,Why do Kuldeep Singh Sengar get bail due to blind devotees? It is now clearly understood that the rapist Janata Party is committing a lockdown scandal which was not possible without lockout @Republic_Bharat @PTI_News @ndtv @RajatSharmaLive,"hate, offensive"
2631,@ AshokLokhande2 @KanganaTeam is very bad your post,"defamation, fake"
2632,"As such, the N-95 mask was declared useless after earning. Similarly, after earning, sanitizer, handwash and immunity booster medicines will also be declared ineffective. Then the round of earning from the vaccine will begin. You keep the fear and we keep the market. The World Horror Organization (WHO) is always with your fear!",fake
2633,"RT @_Pb_swain_: Do you know 🤔?

First in India, Sauri Babu Edwina spoke to Lehru ji, because Lehru ji was also very naughty ..",defamation
2634,"#Ang_Taskery_Business is going on under the garb of #Karona ???
# Why don't you make a video of the packaging of the dead body? @narendramodi
@WHO
@Ravishndtvv @fighterMamta @meenavoice @iDhanrajMeena @ RamkishanMeena0 @_safoora_zargar @PJkanojia @Ambedkar_Boys @Dr_Uditraj @aajtak @SharadYdOffice",non-hostile
2635,"#ReportForSSR | Has the investigation of drugs reached the leaders now, that is why those asking questions are being stopped? Watch 'ASKTAET Bharat Bharat' with Arnab on Republic India LIVE: https://t.co/SDGVEbtJgs https://t.co/U13340o8SD",non-hostile
2636,"This is the same #Jihadin with #Rahul_Gandhi who was rescuing a rioter who was pelted at the security forces yesterday and was cheating profanely. Seeing this photo with Rahul, one thing became clear that these riots were completely planned. From #Congress and #Am_Admi_Party's collusion. Today, the whole country is seeing how many traitors are in our midst.",fake
2637,"Former Chief Minister Jeetan Ram Manjhi meets CM Nitish amidst electoral fervor

(Report: @ kumarprakash4u)

#JitanRamManjhi

https://t.co/E8tWmEoRXQ",non-hostile
2638,"It is called going to fill the form, tear your eyes and see the trick of a lion.

The slogans of 'Atal Bihari Amar' are heard clearly.",fake
2639,"Maharashtra government is deaf towards Hindus, will soon have to make a big movement
@CMOMaharashtra has become external",hate
2640,"@sambitswaraj Sanjay Raut changed the good standing of the Shiv Sena, in the shape of

2 penny, the government system would never have seen such poor use of it.",hate
2641,"Muzaffarpur district of Bihar. Here the body of a 35-year-old man hanged on the noose for three days. When the smell came out of the room, his sister called the police. The door of the room was broken, then it was found that the man had died.
https://t.co/CZIpjY8PgD",non-hostile
2642,"In the WhatsApp message, https://t.co/TG3v6LBJcw is being spread by stating the official website of Ayushman Bharat Scheme.",fake
2643,"At Motihari railway station yesterday, 500 kg (dog mass was caught), which was being made available in the hotels of Jaiswal, Bachchan and Motihari.","fake, offensive"
2644,"Muslims showing Sikhs against the Citizenship Amendment Bill, showing fake propaganda",fake
2645,"@naqvimukhtar @rsprasad With Kamina now you have to play Kamina's game only then you will be calm.
Had seen it in Mumbai, now it will be found everywhere. The color of the jackal has been recognized.",offensive
2646,"#RheaChakraborty met Gaurav Arya in 2017.
https://t.co/dDyhj7GEgq",non-hostile
2647,"RT @ WasiuddinSiddi1: Good Governance Babu is taking credit for CBI investigation of Sushant Singh Rajput suicide in his virtual election speeches, yet…",hate
2648,"Pranab Mukherjee: Close to Indira Gandhi, not made up of Rajiv Gandhi https://t.co/rAIiK19Grt",non-hostile
2649,"@KanganaTeam In Maharashtra, the hooliganism of the Shiv Sena is being spread by Congress only through Fake Pride.",defamation
2650,"Yogi ji's new poultry farm in UP.
👇
@ Nation_islst @DebojeetGoswami @ Brijeshsinghrcl @ Saxena2509 @shreeshmisra @rajatbath @RAJITANWAR @vikassyal @raam_thakur @ PANMATARl @PundirShshank @NPGLHC @ Kanchan43569855 These methods are highly malleable. The police should either impose a fine or upload such police videos. '",fake
2651,"Kovid-19 Hospital in India | Filmed at Kovid-19 Hospital in India. In this video, Vervet species monkeys are seen stealing food from a hospital ward where patients are seen protecting themselves from them.",fake
2652,Ministry of Rural Development has issued applications for the posts of Panchayat and District Council under Pradhan Mantri Awas Yojana,fake
2653,"Jawaharlal Nehru has found this photo very difficult. Yunus Khan Indra Gandhi, father-in-law of Indra Gandhi. Husband of Feroz Khan",fake
2654,"Raghuram Rajan said that it seems that the government has become limited in itself
https://t.co/5nJPlWbtS5",non-hostile
2655,"A Delhi court has banned the publication of a book based on Asaram Bapu. The book is titled Gunning for the Godman: The True Story Behind Asaram Bapu's Conviction, written by IPS officer Ajay Lamba along with writer Sanjeev Mathur.

https://t.co/YBo25OTuit",non-hostile
2656,"Why did Sandeep Singh make so many calls to the ambulance driver carrying Sushant's body? Own answer -
#SSRDeathCase

https://t.co/VFPiFhbTf3",non-hostile
2657,"What about them, Modiji? They care less about your request, appeal. Will they face the law, because they do not voluntarily obey the law. There is a photo of an idea, where?",fake
2658,"RT @ Komal_433: Friends now start supporting unemployed youth to support
Rt.
# 9 at 9 minutes",hate
2659,"Union Home Minister @AmitShah said that the demise of former President, Bharat Ratna Mr. #PranabMukherjee is very sad for the whole country

""Pranab da continued to work like Pranav in the horizon of Indian politics for many decades""

▶ ️https : //t.co/jbAOttOUiC

https://t.co/eUJ0rrT7W6",non-hostile
2660,"Vadoj's house will also come in JD ..
Here Kangana's house is illegal only.",defamation
2661,"Corona, surrounded by CM of Madhya Pradesh, nine ministers and 20 MLAs, yet growing political activities
#MadhyaPradesh #ShivrajSinghChauhan #MPPolitics
https://t.co/t0zxvOT0wT",non-hostile
2662,"UP: Noida Metro will run from today, these conditions will have to be followed for travel

#Noida #NoidaMetro #Metro

https://t.co/aXN2ZA5g6r",non-hostile
2663,"News of death of Congress leader spread before by-election in Madhya Pradesh, video had to be given proof of being alive

#MadhyaPradesh

https://t.co/0Ar1QsZ7BX",non-hostile
2664,"This video is of Pepleshwar Mahadev Temple Mochal (Sirohi). Every day, these cheetah family consider the temple servant to sleep with them.
@DrKumarVishwas @RTforINDIA @
digvijaya_28 @pankhuripathak #ShreeRamJanmBhumi",fake
2665,27 projects approved for development of integrated cold chain and value addition structure https://t.co/YUur3YFFFs,non-hostile
2666,"Maharashtra Home Minister Anil Deshmukh has said that matters related to Sandeep, his connection to Bollywood, to BJP will be thoroughly investigated.

https://t.co/f4IijA64kd",non-hostile
2667,Only cows are safe under Modi's rule and not someone's mother and sister ...,defamation
2668,"Samsung's dominance in premium smartphone market this year
https://t.co/027ywWXUDT via @NavbharatTimes
#Samsung #SamsungGalaxy # SamsungGalaxyM51 https://t.co/ddz2Jg33CS",non-hostile
2669,"No party in Bihar is in a position to form a government by winning elections on its own: Sushil Modi
https://t.co/4WqKAYQ2iH",non-hostile
2670,"89,26,152 people have been identified in the Containment Zone of the state. The number of Corona positive people in these containment zones is 45,275 and the number of Institutional quarantined people is 33,762: ACS, Home & Information, Mr. @AwasthiAwanishK G https://t.co/rmTlz4fgSK",non-hostile
2671,"Nitish Kumar's good governance is floating in water. Muzaffarpur, Bhagalpur, Bihar Sharif and Patna were chosen to be smart cities that are still troubled by the rainy waterlogging.

Bihar's resolution,
change is the only option.",fake
2672,"Nasiruddin Shah has also been reported to be ill. It always seems like a crowd-hugging artist!
Are not able to withstand the lockdown.
#StandwithShruti","fake, hate"
2673,"RT @ShilpiSinghINC: Looks like again tomorrow morning the telecast of SurgicalStrike will be seen in POK!
There will be no clouds, no radar will disappear.",hate
2674,Kangana Ranaut's office if made illegal. So #BMC has every right to break it.,fake
2675,"The matter of postponing debt installments. The central government said in the Supreme Court that according to the RBI circular, those who fulfill the conditions may increase the moratorium by 2 years. Court to hear again on the matter tomorrow. @ JagranNews",non-hostile
2676,"Biryani is cooked in separate utensils for Muslims and Hindus. For Hindus, tablet is added in Biryani which can make you impotent. A restaurant named Masha Allah of Rehman Bismillah in Coimbatore was caught selling such biryani. Be careful! They are trying to reach you in every way.","fake, hate"
2677,"Not only Pangong but Chicken Neck is also seeking a strategic lead in China
#IndiaChinaBorder #Pangong @PMOIndia @MEAIndia @DefenceMinIndia
https://t.co/q75C0z7fAU",non-hostile
2678,@sambitswaraj all this is also worthless than the dog in the street.,offensive
2679,"Look at what is happening by the peacekeepers, rob and spoil it. Do not let food reach the poor, so that the government is infamous and the poor starve! What kind is this ????",fake
2680,"Congress leader
commits commotion after TV star wearing sports bra, now apologizes after ruckus - #SamyukthaHegde

https://t.co/zBjI8klMzZ",non-hostile
2681,"191 runs target to win England

#PAKvENG #ENGvPAK #Pakistan #England

https://t.co/abgtKtBnCf https://t.co/88411HAh7D",non-hostile
2682,"@myogiadityanath @lkopolice @ImNanap @scs_mishra @sanjusaharajha @RJatheri @TirlokH @ Rashmi0090 The killer of eight policemen Vikas Dubey was once an integral part of the UP government and also had to get up with current Chief Minister Yogi Adityanath.
CBI should be investigated for UP police murder case",fake
2683,"Have many more test kits come in to test the corona?

#IndiaFightsCorona # COVID19
@PIB_India @PrakashJavdekar @shashidigital https://t.co/DXEmctRaar",non-hostile
2684,"I have not been afraid to kill a threatened child. I am not afraid to inform you. I am poor, not weak. On the day the attack took place, Modi's father will not be able to save him. Can send me to jail on a false charge, he does not know where to attack",hate
2685,"On the other hand, some journalists (?) Have expressed their displeasure, that the entire video of the peacock being made to shoot the peacock is made, and we do not even get the photo taken while adding the pee.
# Sad","hate, offensive"
2686,"#Banda Dabangs demolished house of youth for occupying land, police did not reach even after complaint, victim pleaded in SP office, case of Oran village of Bisanda police station. @bandapolice @Uppolice #policemedianews",non-hostile
2687,"#IndiaFightsCorona:

📍 Things

required for sanitation workers to keep in mind during #Covid19 ➡️ ➡️ Proper identity card along with it.
➡️ Wash uniform or duty clothes daily.
स्नान Take a bath regularly after duty ends.

#StaySafe #IndiaWillWin https://t.co/fFDgBh977e",non-hostile
2688,"Company # Muslim but name and photo # of Hindu deities.
These people get such courage because Hindus never oppose. The foolish Hindu is the same guilty who uses it","hate, offensive"
2689,"US President Donald Trump has said that Corona has reached the third stage of vaccine development developed by 'AstraZeneca' for virus prevention
#HindiNews
https://t.co/NN68HnBrAv",non-hostile
2690,"There was a teak on the back side of my head too, but never boasted, as many blue ticks do….",defamation
2691,Patra trying to change the father after seeing the current state of the country: Shutra,fake
2692,"Under the UPA government, India's economy was the third in the world to run faster and now it has reached 35th position. Devote Mast!
@INCIndia",non-hostile
2693,"Union Home Minister @AmitShah expressed deep sorrow over the demise of former President, Bharat Ratna #PranabMukherjee and said

""Pranab da was a very experienced leader and he served the nation with full devotion

Details: https://t.co/a0vu1EApQl",non-hostile
2694,"@ mayank_singh129 @prayagraj_pol For quick help please dial @ 112uttarpradesh,",non-hostile
2695,"Market cap of 6 of the top 10 companies increased by more than Rs 1 lakh crore
https://t.co/fBgsIDUlhv via @NavbharatTimes
#ShareMarket #MarketCap https://t.co/sxPg9i8Ard",non-hostile
2696,.......... and he is India's biggest bastard. https://t.co/Xsu2PcSMdF,offensive
2697,"Congratulations to all newly appointed Regional Presidents of @ BJP4UP on achieving important responsibilities and best wishes from the heart.

You are all full of potential and talent. I am confident that all of you will prove useful in keeping the organization strong.

Pray to Lord Shree Rama to make your path auspicious. https://t.co/D2I90AnFJ4",non-hostile
2698,"@DrKumarVishwas @AmitShah became Advani in his youth, Kumar Vishwas. Never mind. You don't feel like a loser. Over time everything will change.",offensive
2699,"Confirm: Anu Malik will take home the Bigg Boss 14 entry for MeToo accused, after Aamir Ali, Singer has signed up https://t.co/FAeHvwlDJC # BiggBoss14 #AamirAli #AnuMalik @ali_aamir @The_AnuMalik",non-hostile
2700,"Is the exam just a job that this government wants to finish? After all, who is this arrangement for good? Education is the right of every countryman, stop selling it like other companies.",offensive
2701,"#Breaking: A female and male constable shot himself in the campus of Bihar Military Police ie BMP in Patna
#HindiNews
https://t.co/JPV1PWskns",non-hostile
2702,"The matter between India and China in the Ladakh sector does not seem to be calming. According to the latest report, there has been a clash between the soldiers of India and China once again. The night of 29-30 August, India and China got caught up near Pangong Lake.
https://t.co/EUKSxL29hr",non-hostile
2703,"If senior citizens are alone at home, call Mumbai Police number 18002002122.",fake
2704,Prasad has started sharing in Kashmir.,fake
2705,"In early 1993, the Harshad Mehta scandal and securities scam surfaced. There was a lot of political debate on this matter and it was during this debate that Minister of State for Commerce (Independent Charge) P. Chidambaram resigned from his post. However, there was no direct charge against him.
https://t.co/vXmylwtVvv",non-hostile
2706,". @ BCCI made CRED the official sponsor of @IPL. @ SGanguly99 praised ...

https://t.co/tqsVuaZ5bg

# IPL2020 https://t.co/QabYEh0IoI",non-hostile
2707,"Chief Minister Yogi Adityanath has not yet provided any vaccine for Kovid-19. The most effective solution we have is to test as many people as possible.

@myogiadityanath
@UPGovt

https://t.co/Tpy72552af",non-hostile
2708,"Technological upgradation is necessary for self-sufficiency in modern equipment. There is also a need to work on preparing the next generation of the devices that are being made today. For this, apart from DRDO, work is also being done in private sector and academic institutions: PM @narendramodi",non-hostile
2709,The body of former President Pranab Mukherjee is being taken for the last rites. #PranabMukherjee https://t.co/7gavsDWDsS,non-hostile
2710,"Security forces find three hideouts of terrorist organization Jaish-e-Mohammad in Kashmir
#Kashmir #Pakistan
https://t.co/KfLUIdi5Tp",non-hostile
2711,"Former President Pranab Mukherjee dies at the age of 84, many Bollywood celebrities expressed grief https://t.co/YUDKSD9rKA",non-hostile
2712,"Cleaning up Sushant's friend: Sandeep Singh termed allegations of sexual harassment wrong, sent a letter from the Mauritius police on social media https://t.co/uXXv7tfKGu #SandipSingh #SushantSinghRajput",non-hostile
2713,"When the rain comes, the channel shows the girls, when the results come, the girls show, if the
match is coming, the girls show.

Guys come only on TV when the show ganja seller gang! 😢😂

my Prbhuk🙏🙃",defamation
2714,"UP: Bars and clubs will open in the state, government issued order, these rules have to be followed

https://t.co/Z2Ld4FWSXv",non-hostile
2715,"Right horse, left horse,
sheep's flame in the middle # 😂😂😂😂",hate
2716,"This decision has been taken in view of the restrictions due to Corona virus infection -
#NEET_JEE @ChouhanShivraj

https://t.co/PQofQU7pPS",non-hostile
2717,"# JEEMain2020 Jamshedpur: JEE Main Exam: Implementation of social distancing and all other precautionary measures for corona rescue in JEE Main Examination in the state, special attention was also given to sanitization, mixed opinion of students on papers @DCEastSinghbhum @DDNewsHindi @ RanchiPIB https://t.co/7KcdN1qtr4",non-hostile
2718,"Mr. @OfficeofUT
Listen to these things of #Father #Maratha_Sher_Bala_Sahab declared in your certificates carefully
and then tell whose art you are,

because the real child of such a great man is

not as
bad as your #bastard can ever be. @ShivSena
@ rautsanjay61

https : //t.co/T4k5IqETZ3",offensive
2719,"Proposal Pass in Akhara Council meeting: Movement for liberation of Kashi-Mathura after Ram temple in Ayodhya
https://t.co/GLKC51vgXM",non-hostile
2720,"Oh brother-in-law, the birth of the bogus has said so much in you that your parents have given this rite to show their hooliganism that the peasant farmers are friendly. https://t.co/9Ea6UbdNy7","hate, offensive"
2721,"Kahsuni: The Ministry of Home Affairs has issued the guidelines for the Unlock-4 on Saturday, allowing the Metro Rail service to start in a systematic manner from September 7. However, schools, colleges and other educational institutions will remain closed. https://t.co/CUCUYEqJj9",non-hostile
2722,"If Riya Chakraborty subscribes to BJP, then immediately check & amp; The media trial will end.",non-hostile
2723,"Ravin has also served as an International Relations Officer at the Special Coordinator's Office in Haiti in Washington.
#hindinews
https://t.co/QOrmqqRP54",non-hostile
2724,"Vidisha (Madhya Pradesh), the parliamentary constituency of External Affairs Minister Sushma Swaraj, is in a shambles.",fake
2725,"Yogi government engaged in decorating and grooming Ayodhya, will see coordination of Vedic and smart city

https://t.co/5cvNgtPHVL",non-hostile
2726,The number of crows is so high that people are not getting out of their vehicles in fear. This video is from Saudi Arabia.,fake
2727,@KanganaTeam what is the potty buckling,offensive
2728,"@KanganaTeam @vivekagnihotri Babur's army has always attacked innocent and unarmed people ...
this has nothing to do with Shiv Sena .. !!",defamation
2729,"Siddharth Pithani has told that #SushantSinghRajput was very upset with the news of the death of his former manager Disha Salian.

https://t.co/AD35T507q4",non-hostile
2730,"Sushant case live: CBI is questioning Riya Chakraborty's parents
#SushantSinghRajputCase #RheaChakraborthy #CBI
https://t.co/0f94up87Yc",non-hostile
2731,"#DRDO successfully tests indigenously built #HSTDV on Monday, know what is its specialty https://t.co/k0LyFGk9oF",non-hostile
2732,"Mathura: Gang-raped by a young girl abducted on the pretext of lift, a case registered against 5

#Gangrape #Mathura

https://t.co/NTuh9GtkzR",non-hostile
2733,"Nepal is the country that does not face a crisis in India, so sent its brave people to the Indian Army and today we are putting that country in crisis, shame - Anupam Kher",fake
2734,"@ RaviGup53080986 @narendramodi was in Modi ji's crazy dogs position. If you have courage, do not show anything and do not bark like a dog.",offensive
2735,"Now no state can impose a separate lockdown without the permission of the central government. International air travel is still not possible without the permission of @HMOIndia.

# Unlock4",non-hostile
2736,"RJD leader Sanjay Singh,

furious at Darbhanga MP, said - is watching hand to eye ignoring Mithila #Bihar #RJD #SanjaySingh #Darbhanga

https://t.co/yEtY78Zwzk",non-hostile
2737,"Mob litching in Uttar Pradesh's Kushinagar: After killing the teacher, the miscreant tried to surrender to the police, but the mob was beaten to death with sticks and sticks https://t.co/VDl29ci2QO #MobLynching #UttarPradesh @Uppolice @UPGovt @priyankagandhi @yadavakhilesh @Mayawati @myogiadityanath",non-hostile
2738,"Weekend lockdown ends in UP, now state markets will be closed only on Sunday https://t.co/ToUZTnZ3h3 via @NavbharatTimes",non-hostile
2739,"Seeing the flood situation and the ending rations, Xi Jinping has asked the Chinese people to eat the food carefully and the food spoiler
may be fined or jailed",hate
2740,Amitabh Bachchan is a board member of Radiant Life Care Pvt Ltd.,fake
2741,"The education of the country is of great importance in building a self-reliant India, in building a modern India, in building a new India, in building a prosperous and prosperous India.

With this thinking, the country has got a new national education policy: PM @narendramodi #AatmaNirbharBharat",non-hostile
2742,"Gold again at 52, know what has happened now!
Https://t.co/k8QceADqtl via @NavbharatTimes
#GoldPrice #Gold https://t.co/9Gof9N1yHK",non-hostile
2743,"Actress accuses MP husband of habitual drunkenness and domestic violence, seeks compensation of 13 crores -

https://t.co/dUgL5P81Ox",non-hostile
2744,"Just like the news channels Hindu Muslims do day and night, in the same way you find Hindu Muslim Angels in every article of the
film Critics, when you became political analyst (BJP spokesperson) by leaving the film critique, it is not known.","defamation, hate, offensive"
2745,"Look at his mentality, Amit Shah is celebrating his coronation by taking out his funeral procession .. '|",fake
2746,"Saw these Muslim boys selling vegetable-fruit for the first time. Now because the coronavirus is spreading. For three to four days I have been watching the news that the boys of Tablighi Jamaat do not want to live in Quarantine and want to run away. So a doubt arises whether they want to run away and spread corona in the Hindu area. Today I saw these people selling fruits and vegetables for the first time in 8 years. Doubts arose when a tempo man was selling two kilos of onions for Rs 40. Doubt why it is selling cheaper. Corona disease is going on, but still have to take more money. For three to four days, such videos are going viral in which Muslims who are selling vegetables are spitting by selling them. That is why doubt is being created. I want to warn all my Hindu brothers. We all have to be one. May we unite. Get alerted. This is a very sensitive case, so I am not making videos, just making audio.",fake
2747,Union Minister Ravi Shankar Prasad wrote to Facebook CEO Mark Zuckerberg. Facebook India team accused of discriminating on the basis of political ideology. https://t.co/OZw6Q12q74,non-hostile
2748,"HC reprimands officers for missing BHU student from police custody, gives CBI probe ultimatum

#Allahabad

https://t.co/EpjUpwojjr",non-hostile
2749,"Demand for early hearing to stop mediation on Ayodhya dispute. The Supreme Court sought a report on the progress made so far by Justice Kalifulla, Chairman of the Arbitration Committee. The court said - If the chairman of the committee considers the closure of arbitration to be true, then the hearing will be held from July 25",non-hostile
2750,"Actor Rishi Kapoor's death is tragic for his family and his loved ones, but still looking at the circumstances of the recent coronavirus, especially the circumstances of Mumbai, was it okay to rush so much for his funeral? None of the actors wore masks. Through the celebrity media, they request everyone to stay at home, not to come out, to wear masks…. """,fake
2751,"@ajaishukla is discussing why BJP people with RSS are discussing their daughter's relationship with a Chinese soldier. Be careful, the daughter's relationship will be linked. You will also be told by the traitor and the Chinese agent.","hate, offensive"
2752,"Union Minister @nitin_gadkari inaugurates the Technology Center (TC) at Bhiwadi; 15 new TCs will be set up very soon

as well as skilled manpower is very necessary to make India a manufacturing hub

https://t.co/ae4lQxBeg https://t.co/A86LBIdW9G",non-hostile
2753,"#China has attributed #India to tensions over LAC in East Ladakh.

https://t.co/9u0bfLTYZZ",non-hostile
2754,"Rashid was in touch with officials of the Pakistani intelligence agency ISI and had also visited Pakistan twice.
#NIA
https://t.co/H51mZbxjSs",non-hostile
2755,"#Lakhimpur
The case of murder of former MLA Nirvendra Munna, people started coming to Munna's house, the entire village was converted into a camp by the police, the force of several police stations deployed in the village, the case of Trikolia of Sampurnagar. @kheripolice @Uppolice #policemedianews",non-hostile
2756,"@ AmitKum00780482 Now what to do Bihari, your sisters & amp; Yini is restless to take that one has to go to the toilet",offensive
2757,# West_Bangal houses houses of #Dalit_Hindus are being burnt by thousands of Muslims in Telinipara and Chandannagar in Hooghly ... Dalit Hindu women have come on the streets..Police #Administration is with all Muslims .. The whole # state # of Muslims Is in possession,"hate, offensive"
2758,"Training is of great importance, never underestimate training.

We have reduced the training so much, which is at the root of all the problems of good governance and we have to come out of it. https://t.co/ZfCZIY7qyP",non-hostile
2759,"Worry-money 20: What is feminine and how to express your rights over it?
#InvestmentTips #Finance #Women #Rights #Stridhan #Dowry
https://t.co/8jgVbN057g",non-hostile
2760,"The name is enough for the Dalli police, what will the video do to make the accused, then the order is also rung, while the social media is full of videos of Tahir Hussain and the police's own suspicious role regarding the Delhi sponsored riots https: //t.co/UUiDDzJBwF",non-hostile
2761,"The central government issued an explanation. It is said that there is no restriction on filling vacancies in Indian government jobs. On behalf of the Finance Ministry, it was said that 'normal recruitment' will be without any restrictions and there is no restriction or ban in filling the post.

https://t.co/WSeGg80On6",non-hostile
2762,The first International Clean Air Day for the Blue Sky is being celebrated worldwide today https://t.co/4TGeL0OFDb,non-hostile
2763,"Today, the media is very confused, Riya's Drugs connection has to be shown that #pubgban has to be shown ... It is
very unfair, not even tell, not to play the plate ....
What sound is coming from above, I am in my heart I don't mind ...",defamation
2764,"RT @Rhea_Ziddi: BMC has wrongly captured my office: - Kangana Ranaut 😊 You have

opened office in POK, so what can BMC do in this…",offensive
2765,"What precaution do people have to take where there is no infection of #Corona?

#IndiaFightsCorona | # COVID19

@PrakashJavdekar | @MIB_India | @PIB_India https://t.co/BfKdt9sWxj",non-hostile
2766,"Congratulations to all on Onam's holy festival.
The festival of Onam is a symbol of our rich cultural heritage. Also, it is also an opportunity to show gratitude to nature on arrival of new crop. On this occasion, we help the needy people and follow all the guidelines for prevention of Kovid-19.",non-hostile
2767,"Kangana's counter attack on Sanjay Raut; 'When Aamir Khan said a fearful thing in India, someone told him ...'
https://t.co/ZE8JpDAc0l",non-hostile
2768,"This is a picture of Gujarat, where the lockdown was broken",fake
2769,"Disliked the road and brought it on the road so angry.
Liberals, Bollywood mafia is burnt.
That's when Modi is dislocating the video of Mann Ki Baat.
Keep going, the government is not going to fall.",defamation
2770,"Heart wrenching incident. # There is a video of Delhi's Zafarabad, Delhi Police is releasing chemical gas in the homes of Muslims, due to which the condition of small innocent children is very bad. Shame at least take care of these children.",fake
2771,Union Minister Anurag Thakur claims that he never shouted slogans for years shooting the traitors of the country,fake
2772,"The source also pointed out that Raina had also violated the bio-bubble. After this, Raina may also be out of the proposed IPL next season in April 2021. It may also happen that Dulare Raina of Chennai is no longer seen in the famous yellow jersey again.
https://t.co/1PZ3fkb8Cj",non-hostile
2773,"The Prime Minister spoke of cleaning the air of 100 cities; In 2014, Modi gave priority to the environment; He considered air pollution a problem and worked on it: Prakash Javadekar",non-hostile
2774,"Uttar Pradesh: Corona positive head constable committed suicide by jumping from the fifth floor of the hospital

#Corona #Police #YogiAdityanath

https://t.co/Cw9jxR4pw0",non-hostile
2775,"#Rampur Case filed on case of Azam Khan's family, police has filed chargesheet of dalikh in court, 28 cases against wife and son including sister. @rampurpolice @Uppolice # TeachersDay2020 #UPPolice #uppinnews #policemedianews",non-hostile
2776,"The
clearest picture of Suraj so far #RE
https://t.co/LPS1xveyOr",non-hostile
2777,Now the chair of emergence can go anytime Say yes? 🤔 ??,offensive
2778,@ Dikshapandey22 from the beginning @SanjayAzadSln is a lousy and bastard guy,offensive
2779,"Teaching and non-teaching staff can be called for online education / counseling related work in schools from September 21, 2020: ACS, Home & Information, Mr. @AwasthiAwanishK",non-hostile
2780,Uddhav ordered the action to break the office of actress Kangana Ranot only after he was beheaded in front of Hitler's photo.,fake
2781,"@Republic_Bharat This brother-in-law should be investigating jihadi mentally well, this is also brother-in-law of Javed Akhtar and Salim. This brother does not speak against nepotism.","hate, offensive"
2782,"This is music. Music Beyond Borders. Where the words are pearls. Garlands are made by meeting the seeker. Which has no break. Teasing the human made lacquer. Is a fakery Which feels like going behind. Anhad. Bottomless Unlimited. @ Abhi_iimc05

https://t.co/wnUgROTzbp",non-hostile
2783,"Another student has gone missing from Banaras Hindu University. No clue has been found of the missing student even before

https://t.co/yJICDA546G",non-hostile
2784,Two brothers and one sister IPS officer from the same family. Proud occasion for his parents. Let's congratulate them.,fake
2785,"Jharkhand records in Kovid 19 test, examines 1.5 lakh people in 24 hours #CoronavirusVaccine https://t.co/G41zS349Yo",non-hostile
2786,"Commitment to remove Article 370 and development of Jammu and Kashmir

- BJP Resolution Paper, 2019

# OneYearOfNoArticle370 https://t.co/du2MoT1IPY",non-hostile
2787,"Our Corona Warrior Shri Rajesh Bhardwajji, who was posted as a Pharmacist in Delhi Government, had recently passed away due to Corona infection.

Today he met his family and gave a support of ₹ 1 crore. I hope that the family will get some help with this amount. https://t.co/aB3JsrRKxn",non-hostile
2788,"If Yuvraj is out on the Congress pitch, Rajmata and Rajmata will be out, Yuvraj will bat ... The
rest

of the tables will dance outside the boundary with a tingle in their hands. This is the past, present and future of the tables ...
# Congress_Free_Bharat

@PawanKalyan

@Sunil_Deodhar

@TajinderBagga",defamation
2789,"There have been more than 6000 encounters in the Yogi government. Apart from this, there were 2293 criminals who were shot during the encounter and were injured leaving the crime and repenting ,,,",hate
2790,Border dispute in Ladakh: India-China Army officers continue talks for the second consecutive day; 2 days ago Chinese incursion was thwarted by the Indian Army https://t.co/zgt9Nla7RF #ladakhStandOff #IndiaChinaBorder #IndianArmy @NorthernComd_IA @adgpi @DefenceMinIndia,non-hostile
2791,"See how in Chhibramau on the orders of the police government of Uttar Pradesh to completely suppress democracy! In the hands of the illegitimate child of the British, the country is making more children of the British than the British who could not torture the police.",hate
2792,"This is what happens when the eyes are blindly trended and the Congress has done all this, only the students have been used.
If the students raised their voice, it would not have been a mistake, but they did it to surround the government in any way, that too spelling was wrong. 😂🤣
Railway has been made Raliways.",defamation
